id,location,group,area,price,over-valued,under-valued,normal
134574,nagueles,houses,147.0,430000,0,0,1
134581,nagueles,houses,170.0,425000,0,0,1
137331,golden mile,houses,684.0,1850000,0,1,0
137573,nagueles,houses,282.0,470000,0,0,1
137595,nagueles,houses,629.0,2500000,1,0,0
138136,nagueles,apartments,74.0,191000,0,1,0
138255,nagueles,apartments,95.0,287000,0,0,1
138354,nagueles,plots,1165.0,350000,0,0,1
138378,nagueles,apartments,75.0,375000,1,0,0
138395,nagueles,apartments,115.0,390000,0,0,1
138413,nagueles,apartments,207.0,400000,0,0,1
138449,nagueles,houses,614.0,2850000,0,0,1
138452,nagueles,houses,283.0,430000,0,0,1
138456,nagueles,apartments,130.0,0,0,1,0
138523,nagueles,houses,368.0,495000,0,1,0
138534,nagueles,houses,472.0,1350000,0,0,1
138574,nagueles,apartments,150.0,0,0,1,0
138629,nagueles,apartments,90.0,525000,1,0,0
138638,nagueles,houses,599.0,1250000,0,1,0
138655,nagueles,apartments,312.0,1390000,0,0,1
138682,golden mile,apartments,211.0,580000,0,0,1
138731,golden mile,apartments,210.0,630000,0,0,1
138768,nagueles,apartments,174.0,650000,0,0,1
138771,golden mile,apartments,173.0,670000,0,0,1
138830,golden mile,apartments,172.0,0,0,1,0
138856,nagueles,houses,210.0,765000,1,0,0
138877,golden mile,apartments,120.0,795000,1,0,0
138885,golden mile,apartments,180.0,0,0,1,0
138887,nagueles,apartments,241.0,795000,0,0,1
138913,golden mile,apartments,142.0,0,0,1,0
138939,nagueles,apartments,240.0,850000,0,0,1
138998,golden mile,apartments,211.0,895000,0,0,1
139021,golden mile,apartments,300.0,1170000,0,0,1
139025,golden mile,apartments,120.0,900000,1,0,0
139050,nagueles,houses,641.0,4250000,1,0,0
139068,golden mile,houses,775.0,7900000,0,0,1
139074,golden mile,apartments,215.0,1100000,0,1,0
139106,nagueles,houses,350.0,995000,0,0,1
139113,nagueles,houses,267.0,1690000,1,0,0
139155,golden mile,apartments,170.0,1096000,0,0,1
139168,golden mile,apartments,200.0,1100000,0,1,0
139202,nagueles,houses,393.0,1900000,1,0,0
139227,golden mile,apartments,317.0,1250000,0,0,1
139235,golden mile,apartments,153.0,1250000,1,0,0
139335,golden mile,houses,300.0,1400000,0,0,1
139351,nagueles,houses,200.0,1250000,1,0,0
139359,golden mile,apartments,196.0,1450000,0,0,1
139423,nagueles,houses,434.0,1595000,0,0,1
139438,nagueles,apartments,113.0,265125,0,0,1
139506,nagueles,houses,322.0,1790000,0,0,1
139596,nagueles,houses,393.0,2100000,1,0,0
139608,golden mile,apartments,426.0,0,0,1,0
139660,nagueles,houses,738.0,2400000,0,0,1
139683,nagueles,houses,450.0,2500000,1,0,0
139715,nagueles,houses,338.0,2500000,1,0,0
139742,nagueles,houses,200.0,595000,1,0,0
139769,golden mile,houses,1859.0,0,0,1,0
139789,nagueles,houses,950.0,2900000,0,0,1
139916,nagueles,plots,3707.0,3855000,0,0,1
139932,nagueles,houses,836.0,3745000,0,0,1
139937,nagueles,houses,870.0,3995000,1,0,0
140062,nagueles,houses,295.0,399000,0,0,1
141963,nagueles,houses,290.0,550000,0,0,1
145972,golden mile,apartments,229.0,2400000,1,0,0
145997,golden mile,apartments,168.0,1100000,0,0,1
146005,golden mile,apartments,167.0,895000,0,0,1
146009,golden mile,apartments,174.0,799000,0,0,1
146013,golden mile,apartments,162.0,775000,0,0,1
146017,golden mile,apartments,162.0,750000,0,0,1
146023,golden mile,apartments,184.0,670000,0,0,1
146044,golden mile,apartments,87.0,475000,0,0,1
146049,golden mile,houses,127.0,415000,0,1,0
146054,golden mile,apartments,152.0,350000,0,1,0
146056,golden mile,apartments,70.0,372000,1,0,0
146062,nagueles,apartments,113.0,285000,0,0,1
146648,golden mile,houses,120.0,0,0,1,0
146657,golden mile,apartments,250.0,0,0,1,0
146659,golden mile,apartments,175.0,0,0,1,0
146673,golden mile,apartments,200.0,0,0,1,0
151180,nagueles,apartments,125.0,158000,0,1,0
151353,nagueles,apartments,52.0,165000,0,1,0
151636,nagueles,apartments,60.0,180000,0,0,1
151665,nagueles,apartments,57.0,180000,0,0,1
151772,nagueles,apartments,70.0,195000,0,0,1
151820,nagueles,apartments,80.0,186000,0,0,1
151877,nagueles,apartments,65.0,202500,0,0,1
151924,nagueles,apartments,120.0,189500,0,1,0
152035,nagueles,apartments,55.0,195000,0,0,1
152047,nagueles,apartments,85.0,195000,0,1,0
152200,nagueles,apartments,96.0,199000,0,1,0
152743,nagueles,apartments,42.0,219900,0,0,1
152783,nagueles,apartments,62.0,220000,0,0,1
152821,nagueles,apartments,106.0,210000,0,1,0
152896,nagueles,apartments,100.0,222000,0,0,1
152999,nagueles,apartments,60.0,225000,0,0,1
153017,nagueles,apartments,136.0,226000,0,0,1
153021,nagueles,apartments,136.0,226000,0,0,1
153280,nagueles,houses,115.0,235000,0,1,0
153462,nagueles,apartments,139.0,242000,0,1,0
153481,nagueles,apartments,90.0,259000,0,0,1
153537,nagueles,apartments,80.0,245000,0,0,1
153719,nagueles,houses,160.0,250000,0,1,0
153829,nagueles,apartments,92.0,244000,0,1,0
153853,nagueles,apartments,115.0,252000,0,1,0
153976,nagueles,houses,173.0,258000,0,1,0
154035,nagueles,apartments,100.0,260000,1,0,0
154072,nagueles,apartments,94.0,260000,0,0,1
154161,nagueles,apartments,80.0,265000,1,0,0
154192,nagueles,apartments,145.0,265000,0,1,0
154247,nagueles,apartments,95.0,265000,0,0,1
154566,nagueles,apartments,98.0,275000,0,0,1
154969,nagueles,apartments,99.0,272000,0,0,1
154978,nagueles,apartments,118.0,270000,0,0,1
155018,nagueles,apartments,200.0,294000,0,1,0
155145,nagueles,apartments,120.0,275000,0,1,0
155257,nagueles,apartments,86.0,299000,0,0,1
155265,nagueles,apartments,85.0,299000,0,0,1
155277,nagueles,apartments,115.0,299000,0,1,0
155289,nagueles,houses,200.0,295000,0,1,0
155443,nagueles,apartments,97.0,313000,0,0,1
155455,nagueles,apartments,115.0,319000,0,0,1
155471,nagueles,apartments,140.0,309000,0,0,1
155486,nagueles,apartments,120.0,310000,0,1,0
155603,nagueles,apartments,194.0,315000,0,1,0
155614,nagueles,apartments,166.0,300000,0,1,0
155678,nagueles,houses,160.0,318000,0,0,1
155731,nagueles,apartments,207.0,320000,0,0,1
156104,nagueles,apartments,112.0,269000,0,0,1
156323,nagueles,houses,115.0,340000,0,0,1
156348,nagueles,apartments,143.0,341000,0,0,1
156410,nagueles,apartments,90.0,315000,0,0,1
156440,nagueles,houses,131.0,348500,0,1,0
156491,nagueles,apartments,95.0,349000,1,0,0
156509,nagueles,apartments,93.0,350000,0,0,1
156607,nagueles,apartments,94.0,350000,0,0,1
156609,nagueles,apartments,150.0,370000,0,0,1
156640,nagueles,apartments,120.0,350000,0,0,1
156651,nagueles,apartments,110.0,380000,0,0,1
156804,nagueles,apartments,178.0,355000,0,1,0
156853,nagueles,apartments,107.0,360000,0,0,1
156897,nagueles,apartments,115.0,360000,0,0,1
157030,nagueles,apartments,120.0,369000,0,0,1
157038,nagueles,houses,372.0,369000,0,1,0
157070,nagueles,plots,1160.0,370000,0,0,1
157292,nagueles,apartments,85.0,275000,0,0,1
157367,nagueles,houses,145.0,399000,0,0,1
157379,nagueles,houses,187.0,350000,0,1,0
157416,nagueles,apartments,150.0,380000,0,0,1
157464,nagueles,apartments,124.0,380000,0,0,1
157515,nagueles,apartments,95.0,385000,1,0,0
157527,nagueles,apartments,127.0,385000,0,1,0
157740,nagueles,apartments,120.0,393700,0,0,1
157751,nagueles,houses,195.0,395000,0,0,1
157812,nagueles,apartments,125.0,395000,0,0,1
157818,nagueles,houses,200.0,395000,0,0,1
157873,nagueles,houses,220.0,395000,0,1,0
157893,nagueles,apartments,112.0,365000,0,0,1
157911,nagueles,houses,232.0,395000,0,1,0
157929,nagueles,apartments,100.0,395000,1,0,0
158010,nagueles,apartments,160.0,370000,0,1,0
158145,nagueles,apartments,148.0,410000,0,0,1
158211,nagueles,houses,200.0,415000,0,0,1
158334,nagueles,houses,204.0,424000,0,0,1
158386,nagueles,apartments,160.0,425000,0,1,0
158437,nagueles,apartments,170.0,426000,0,1,0
158680,nagueles,apartments,152.0,445000,0,0,1
158755,nagueles,apartments,216.0,400000,0,0,1
158844,nagueles,apartments,185.0,525000,0,0,1
158884,nagueles,apartments,130.0,450000,0,0,1
158922,nagueles,houses,220.0,451000,0,0,1
158951,nagueles,apartments,150.0,456000,0,0,1
159007,nagueles,houses,280.0,460000,0,0,1
159047,nagueles,houses,356.0,465000,0,1,0
159111,nagueles,houses,160.0,470000,0,0,1
159123,nagueles,houses,300.0,430000,0,0,1
159169,nagueles,houses,256.0,475000,0,0,1
159261,nagueles,houses,197.0,475000,0,0,1
159472,nagueles,apartments,180.0,490000,0,0,1
159474,nagueles,houses,300.0,490000,0,0,1
159516,nagueles,houses,177.0,495000,0,0,1
159525,nagueles,apartments,180.0,495000,0,0,1
159573,nagueles,houses,367.0,495000,0,0,1
159768,nagueles,apartments,160.0,500000,0,1,0
159879,nagueles,houses,242.0,525000,0,0,1
159889,nagueles,apartments,162.0,525000,0,0,1
160068,nagueles,apartments,127.0,545000,0,0,1
160070,nagueles,apartments,147.0,545000,1,0,0
160132,nagueles,apartments,174.0,550000,0,0,1
160239,nagueles,apartments,150.0,550000,1,0,0
160243,nagueles,apartments,140.0,550000,1,0,0
160292,nagueles,houses,306.0,550000,0,1,0
160362,nagueles,houses,255.0,560000,0,0,1
160402,nagueles,houses,230.0,499000,0,0,1
160414,nagueles,houses,230.0,565000,0,0,1
160661,nagueles,houses,350.0,590000,0,1,0
160706,nagueles,houses,550.0,595000,0,1,0
160737,nagueles,houses,300.0,545000,0,0,1
160757,nagueles,houses,317.0,595000,0,0,1
160777,nagueles,houses,290.0,595000,0,0,1
161012,nagueles,apartments,180.0,625000,0,0,1
161193,nagueles,houses,343.0,599000,0,0,1
161207,nagueles,houses,392.0,585000,0,1,0
161359,nagueles,apartments,150.0,650000,1,0,0
161400,nagueles,houses,170.0,520000,0,0,1
161471,nagueles,apartments,180.0,679000,1,0,0
161702,nagueles,apartments,354.0,520000,0,0,1
161944,nagueles,apartments,150.0,730000,1,0,0
162119,nagueles,houses,235.0,750000,0,0,1
162291,nagueles,apartments,150.0,780000,1,0,0
162415,nagueles,houses,200.0,795000,1,0,0
162584,nagueles,apartments,220.0,800000,0,0,1
162794,nagueles,houses,300.0,850000,1,0,0
162903,nagueles,apartments,173.0,860000,1,0,0
162955,nagueles,apartments,150.0,875000,1,0,0
163012,nagueles,houses,603.0,890000,0,0,1
163151,nagueles,apartments,366.0,790000,0,0,1
163649,nagueles,apartments,385.0,999000,0,0,1
163941,nagueles,houses,490.0,1100000,0,1,0
163990,nagueles,houses,432.0,1100000,0,1,0
163996,nagueles,houses,590.0,1125000,0,0,1
164224,nagueles,houses,240.0,1200000,1,0,0
164572,nagueles,houses,337.0,1295000,0,1,0
164603,nagueles,houses,575.0,1300000,0,1,0
164652,nagueles,houses,397.0,1100000,0,0,1
164702,nagueles,houses,450.0,1350000,0,0,1
164709,nagueles,houses,414.0,1350000,0,0,1
164782,nagueles,houses,330.0,1320000,1,0,0
164915,nagueles,houses,193.0,1150000,1,0,0
164917,nagueles,houses,320.0,1400000,0,0,1
165015,nagueles,houses,600.0,1480000,0,1,0
165066,nagueles,houses,600.0,1495000,0,1,0
165112,nagueles,houses,600.0,1495000,0,1,0
165118,nagueles,houses,650.0,1495000,0,0,1
165243,nagueles,apartments,202.0,1350000,1,0,0
165269,nagueles,houses,750.0,1550000,0,0,1
165356,nagueles,houses,434.0,1595000,0,0,1
165373,nagueles,houses,434.0,1595000,0,0,1
165377,nagueles,houses,557.0,1597000,0,0,1
165651,nagueles,houses,850.0,1700000,0,1,0
165675,nagueles,houses,509.0,1900000,0,0,1
165779,nagueles,houses,500.0,1750000,0,0,1
165799,nagueles,houses,406.0,1790000,0,0,1
165898,nagueles,houses,400.0,1790000,0,0,1
165912,nagueles,houses,322.0,1850000,0,0,1
165914,nagueles,plots,2030.0,1690000,0,0,1
165998,nagueles,houses,393.0,1898000,1,0,0
166148,nagueles,houses,275.0,1950000,0,0,1
166252,nagueles,houses,370.0,1995000,1,0,0
166353,nagueles,houses,1500.0,2100000,0,0,1
166490,nagueles,houses,470.0,2200000,1,0,0
166758,nagueles,houses,350.0,1650000,1,0,0
166992,nagueles,houses,910.0,2900000,0,0,1
167087,nagueles,plots,4278.0,3000000,0,0,1
167108,nagueles,houses,1100.0,3000000,0,1,0
167388,nagueles,plots,7564.0,3790000,0,0,1
167659,nagueles,plots,15500.0,5500000,0,0,1
167665,nagueles,houses,1900.0,5500000,0,0,1
167833,nagueles,houses,2600.0,10500000,1,0,0
167840,nagueles,houses,1137.0,10900000,0,0,1
172910,nagueles,apartments,112.0,266000,0,0,1
200791,golden mile,apartments,204.0,1695000,1,0,0
213213,nagueles,houses,131.0,348500,0,1,0
213283,nagueles,houses,350.0,1325000,0,0,1
213903,golden mile,houses,210.0,0,0,1,0
214938,nagueles,plots,5100.0,1490000,0,0,1
218923,nagueles,apartments,97.0,275000,0,0,1
218934,nagueles,apartments,200.0,420000,0,1,0
229127,nagueles,apartments,185.0,390000,0,0,1
229248,nagueles,apartments,52.0,165000,0,1,0
229293,nagueles,houses,195.0,395000,0,0,1
229369,nagueles,apartments,185.0,449000,0,0,1
230347,nagueles,apartments,100.0,222000,0,0,1
230409,nagueles,apartments,115.0,319000,0,0,1
230421,nagueles,apartments,160.0,370000,0,1,0
230460,nagueles,apartments,185.0,525000,0,0,1
230485,nagueles,apartments,147.0,545000,1,0,0
230556,nagueles,apartments,385.0,999000,0,0,1
231195,nagueles,apartments,120.0,189500,0,1,0
231389,nagueles,houses,230.0,499000,0,0,1
231425,nagueles,houses,603.0,890000,0,0,1
231460,nagueles,houses,193.0,1150000,1,0,0
233234,nagueles,apartments,124.0,380000,0,0,1
237403,nagueles,houses,115.0,340000,0,0,1
237516,nagueles,houses,310.0,725000,0,0,1
237579,nagueles,houses,470.0,2200000,1,0,0
238002,nagueles,apartments,62.0,220000,0,0,1
238128,nagueles,houses,310.0,725000,0,0,1
238254,nagueles,apartments,62.0,220000,0,0,1
238703,nagueles,apartments,110.0,380000,0,0,1
238734,nagueles,apartments,100.0,395000,1,0,0
238779,nagueles,houses,240.0,595000,1,0,0
239317,nagueles,houses,240.0,595000,1,0,0
239562,nagueles,houses,434.0,1595000,0,0,1
239564,nagueles,houses,434.0,1595000,0,0,1
239565,nagueles,houses,643.0,1595000,0,0,1
240150,nagueles,houses,434.0,1595000,0,0,1
240369,nagueles,houses,300.0,430000,0,0,1
241011,nagueles,houses,300.0,430000,0,0,1
241024,nagueles,houses,643.0,1595000,0,0,1
241749,nagueles,apartments,70.0,195000,0,0,1
241882,nagueles,apartments,145.0,409500,0,0,1
241962,nagueles,apartments,150.0,730000,1,0,0
242244,nagueles,apartments,145.0,409500,0,0,1
243443,nagueles,houses,149.0,420000,0,0,1
243760,nagueles,houses,434.0,1850000,1,0,0
243878,nagueles,houses,204.0,490000,0,0,1
243895,nagueles,houses,382.0,2950000,0,0,1
244793,nagueles,apartments,112.0,365000,0,0,1
245858,nagueles,houses,310.0,2730000,1,0,0
245859,nagueles,houses,338.0,2580000,1,0,0
245861,nagueles,houses,267.0,1690000,1,0,0
245862,nagueles,houses,435.0,1390000,0,0,1
245863,nagueles,houses,250.0,1250000,1,0,0
245864,nagueles,apartments,285.0,750000,0,0,1
245865,nagueles,houses,170.0,530000,0,0,1
245866,nagueles,apartments,108.0,475000,1,0,0
245867,nagueles,apartments,114.0,385000,0,0,1
245868,nagueles,apartments,150.0,390000,0,0,1
245871,nagueles,houses,200.0,0,0,1,0
245872,nagueles,houses,500.0,0,0,1,0
245873,nagueles,houses,400.0,0,0,1,0
245874,nagueles,houses,500.0,0,0,1,0
245876,nagueles,houses,700.0,0,0,1,0
245878,nagueles,houses,1000.0,0,0,1,0
245879,nagueles,houses,280.0,0,0,1,0
246013,nagueles,apartments,115.0,252000,0,1,0
246104,nagueles,houses,204.0,490000,0,0,1
246174,nagueles,houses,414.0,1350000,0,0,1
246215,nagueles,houses,320.0,1400000,0,0,1
247138,nagueles,apartments,166.0,300000,0,1,0
247168,nagueles,apartments,180.0,369000,0,1,0
247185,nagueles,apartments,152.0,445000,0,0,1
247195,nagueles,houses,300.0,430000,0,0,1
247202,nagueles,houses,300.0,490000,0,0,1
247210,nagueles,houses,190.0,504000,0,0,1
247241,nagueles,houses,343.0,599000,0,0,1
249302,nagueles,apartments,180.0,369000,0,1,0
249305,nagueles,houses,190.0,504000,0,0,1
249919,nagueles,houses,300.0,1275000,1,0,0
250570,nagueles,apartments,200.0,326000,0,1,0
250605,nagueles,houses,337.0,1500000,0,1,0
250614,nagueles,houses,600.0,3700000,1,0,0
250920,nagueles,houses,470.0,2950000,1,0,0
251423,nagueles,houses,282.0,470000,0,0,1
252287,nagueles,apartments,102.0,317000,0,0,1
253908,nagueles,houses,204.0,330000,0,0,1
253926,nagueles,apartments,180.0,483000,0,0,1
254323,nagueles,houses,527.0,1495000,0,0,1
254803,nagueles,apartments,51.0,197000,0,0,1
254972,nagueles,apartments,65.0,202500,0,0,1
255046,nagueles,houses,204.0,330000,0,0,1
255060,nagueles,apartments,112.0,365000,0,0,1
255078,nagueles,apartments,120.0,393700,0,0,1
255199,nagueles,houses,1500.0,2100000,0,0,1
256474,golden mile,apartments,142.0,875000,0,0,1
256750,nagueles,apartments,92.0,175000,0,1,0
256754,nagueles,houses,170.0,250000,0,1,0
256776,nagueles,houses,240.0,595000,1,0,0
257262,nagueles,houses,330.0,450000,0,1,0
257271,nagueles,houses,400.0,1150000,0,1,0
257625,nagueles,apartments,69.0,315000,1,0,0
259183,nagueles,apartments,95.0,350000,1,0,0
259301,nagueles,houses,835.0,2900000,0,0,1
260269,nagueles,apartments,95.0,350000,1,0,0
260306,nagueles,houses,835.0,2900000,0,0,1
260799,nagueles,apartments,98.0,275000,0,0,1
261360,nagueles,apartments,253.0,1550000,1,0,0
261710,nagueles,houses,240.0,399000,0,0,1
261726,nagueles,houses,159.0,765000,1,0,0
261863,nagueles,apartments,137.0,230000,0,0,1
261950,nagueles,apartments,150.0,290000,0,1,0
261951,nagueles,apartments,207.0,320000,0,0,1
262012,nagueles,houses,195.0,375000,0,0,1
262057,nagueles,houses,302.0,385000,0,1,0
262066,nagueles,houses,285.0,400000,0,1,0
262125,nagueles,houses,132.0,595000,0,0,1
262160,golden mile,apartments,186.0,675000,0,0,1
262178,golden mile,apartments,157.0,690000,0,1,0
262192,nagueles,houses,249.0,765000,1,0,0
262326,golden mile,houses,1850.0,0,0,1,0
262337,golden mile,houses,3656.0,0,0,1,0
262373,nagueles,houses,434.0,1595000,0,0,1
262498,nagueles,houses,672.0,4500000,0,0,1
262552,nagueles,plots,5528.0,2900000,0,0,1
262559,nagueles,plots,5528.0,2900000,0,0,1
262734,nagueles,houses,338.0,2580000,1,0,0
262746,nagueles,houses,450.0,2500000,1,0,0
262824,golden mile,apartments,200.0,2195000,1,0,0
262907,nagueles,apartments,135.0,0,0,1,0
262913,nagueles,apartments,88.0,0,0,1,0
262919,nagueles,apartments,108.0,0,0,1,0
262925,golden mile,apartments,117.0,0,0,1,0
262944,nagueles,houses,405.0,1850000,0,0,1
262961,nagueles,houses,322.0,1690000,0,0,1
263001,nagueles,houses,434.0,1595000,0,0,1
263020,nagueles,houses,527.0,1495000,0,0,1
263057,golden mile,apartments,128.0,1350000,1,0,0
263070,nagueles,houses,305.0,1275000,1,0,0
263073,nagueles,houses,319.0,1250000,0,0,1
263083,nagueles,houses,435.9,1390000,0,0,1
263115,golden mile,apartments,96.0,1300000,1,0,0
263131,golden mile,apartments,157.0,999000,0,0,1
263154,golden mile,apartments,163.0,980000,0,0,1
263194,nagueles,houses,133.0,799000,1,0,0
263262,golden mile,apartments,173.0,820000,0,0,1
263314,nagueles,houses,159.0,765000,1,0,0
263337,nagueles,houses,470.0,2950000,1,0,0
263367,nagueles,houses,284.0,725000,0,0,1
263396,nagueles,houses,309.0,695000,0,0,1
263478,nagueles,houses,317.51,600000,0,1,0
263512,nagueles,houses,310.79,585000,0,0,1
263517,golden mile,apartments,163.0,580000,0,1,0
263566,nagueles,houses,268.87,549000,0,0,1
263599,nagueles,houses,175.0,525000,0,0,1
263612,nagueles,apartments,112.41,500000,1,0,0
263656,nagueles,houses,198.0,475000,0,0,1
263666,nagueles,houses,292.0,430000,0,0,1
263668,nagueles,houses,283.0,430000,0,0,1
263757,golden mile,plots,1080.0,425000,0,0,1
263777,golden mile,apartments,69.0,415000,1,0,0
263807,nagueles,houses,170.0,399000,0,0,1
263844,nagueles,houses,282.0,470000,0,0,1
263879,nagueles,houses,540.0,2500000,1,0,0
263919,golden mile,apartments,125.0,345000,0,1,0
264025,nagueles,apartments,113.0,277000,0,0,1
264221,nagueles,houses,500.0,0,0,1,0
264283,nagueles,houses,201.0,0,0,1,0
264499,nagueles,houses,322.0,1150000,0,1,0
265388,nagueles,houses,434.0,1595000,0,0,1
266127,nagueles,apartments,150.0,500000,0,0,1
266907,nagueles,apartments,160.0,495000,0,1,0
266915,nagueles,houses,450.0,1325000,0,1,0
268003,nagueles,apartments,113.0,265000,0,0,1
269291,nagueles,houses,300.0,450000,0,0,1
270735,nagueles,houses,451.0,2400000,1,0,0
270762,nagueles,houses,548.0,2200000,1,0,0
270866,golden mile,apartments,114.0,1700000,1,0,0
270906,nagueles,houses,434.0,1595000,0,0,1
271082,golden mile,apartments,181.0,1100000,0,0,1
271173,golden mile,apartments,100.0,900000,0,0,1
271222,golden mile,apartments,173.0,860000,0,0,1
271266,golden mile,apartments,173.0,799000,0,0,1
271275,golden mile,apartments,180.0,0,0,1,0
271301,nagueles,houses,210.0,765000,1,0,0
271342,golden mile,apartments,158.0,0,0,1,0
271425,nagueles,apartments,133.0,625000,1,0,0
271428,golden mile,houses,100.0,625000,0,0,1
271492,nagueles,apartments,190.0,0,0,1,0
271606,nagueles,houses,347.0,450000,0,0,1
271621,nagueles,houses,298.0,430000,0,1,0
271644,nagueles,houses,292.0,400000,0,0,1
271645,nagueles,houses,292.0,400000,0,0,1
271646,nagueles,houses,292.0,470000,0,0,1
271713,golden mile,houses,127.0,430000,0,0,1
271715,nagueles,houses,282.0,400000,0,0,1
271741,golden mile,houses,200.0,415000,0,0,1
271751,golden mile,apartments,110.0,404500,0,0,1
271879,nagueles,houses,192.0,330000,0,1,0
271880,golden mile,apartments,152.0,0,0,1,0
271921,golden mile,houses,58.0,325000,0,0,1
271937,golden mile,houses,140.0,320000,0,0,1
272033,nagueles,apartments,86.0,285000,0,0,1
272037,nagueles,apartments,145.0,0,0,1,0
272129,nagueles,apartments,100.0,245000,1,0,0
325720,nagueles,apartments,114.0,430000,1,0,0
326170,nagueles,houses,254.0,485000,0,0,1
326728,nagueles,houses,290.0,745000,1,0,0
326990,golden mile,apartments,160.0,0,0,1,0
327071,nagueles,apartments,130.0,265000,0,1,0
327083,nagueles,apartments,85.0,245000,0,0,1
327105,golden mile,houses,143.0,265000,0,0,1
327121,golden mile,apartments,107.0,315000,0,1,0
327148,nagueles,houses,192.0,330000,0,1,0
327150,golden mile,apartments,72.0,285000,0,0,1
327155,nagueles,apartments,91.0,375000,1,0,0
327225,nagueles,houses,283.0,430000,0,0,1
327235,nagueles,houses,367.0,495000,0,0,1
327247,golden mile,apartments,127.0,525000,0,1,0
327266,golden mile,apartments,163.0,580000,0,1,0
327270,nagueles,houses,236.0,545000,0,1,0
327297,golden mile,apartments,107.0,689000,0,0,1
327331,nagueles,houses,159.0,765000,1,0,0
327349,golden mile,apartments,164.0,820000,0,0,1
327414,golden mile,houses,435.0,1390000,0,0,1
327429,golden mile,apartments,110.0,1350000,1,0,0
327447,nagueles,houses,639.0,2014000,0,1,0
327473,golden mile,houses,872.0,2900000,0,0,1
327708,golden mile,houses,2200.0,18000000,1,0,0
327742,nagueles,apartments,152.0,400000,0,0,1
327846,golden mile,apartments,120.0,1100000,1,0,0
327861,golden mile,apartments,174.0,750000,0,0,1
327916,golden mile,apartments,108.0,700000,1,0,0
327958,nagueles,houses,434.0,1595000,0,0,1
327963,nagueles,apartments,100.0,240000,1,0,0
327978,nagueles,houses,228.0,430000,0,0,1
327982,golden mile,apartments,68.0,415000,0,0,1
327987,nagueles,houses,285.0,725000,0,0,1
328002,nagueles,houses,542.0,2000000,0,0,1
328009,golden mile,apartments,162.0,550000,0,1,0
328047,nagueles,houses,200.0,325000,0,1,0
328059,golden mile,apartments,184.0,995000,0,0,1
329713,nagueles,houses,240.0,595000,1,0,0
330982,nagueles,apartments,150.0,730000,1,0,0
331782,nagueles,houses,370.0,1995000,1,0,0
332886,nagueles,houses,337.0,1295000,0,1,0
333257,nagueles,houses,910.0,2900000,0,0,1
333727,golden mile,apartments,154.0,630000,0,0,1
333736,nagueles,apartments,200.0,600000,0,1,0
333871,nagueles,apartments,150.0,385000,0,0,1
334069,nagueles,apartments,60.0,221000,0,0,1
334843,nagueles,apartments,199.0,550000,0,0,1
334861,nagueles,houses,1056.0,3900000,0,0,1
334866,golden mile,apartments,368.0,3900000,0,0,1
